t,xj166,xj167,xj168,xj169,xj170,xj178,xj2
477.875,4035.9438,6656.8682,11489.7979,10589.6504,2824.8398,9140.543,10577.917
478,8292.373,7621.6084,11489.7979,10660.6416,2773.0662,9270.418,10334.71
478.125,10505.5273,10180.5342,11554.8926,10566.1963,2602.4998,9071.2783,10309.4014
478.25,10578.8037,10907.6592,11448.5488,10459.4297,2540.5161,8928.4609,11398.3242
478.375,10682.5762,10953.5615,10196.6641,10387.0459,2619.7839,9161.207,10231
478.5,10702.7832,11105.501,8870.6279,10386.5322,2713.8831,9484.0762,10020.3047
478.625,10728.5391,11151.0967,8468.2021,10385.4541,2785.1348,9783.2354,9858.1006
478.75,10802.5674,11235.1152,8453.0732,10385.4541,3224.6711,9818.8457,9912.3086
478.875,10802.5674,11330.2852,8545.3984,10307.1748,6187.6978,9683.5117,10051.665
479,11007.6436,11304.3525,8799.4004,10347.4307,6925.854,9664.0508,10297.7617
479.125,11084.5947,11309.4502,9763.0723,10511.4766,6925.854,9558.7686,10298.7344
479.25,10987.3633,11460.2158,9750.0625,10707.0176,6925.854,9586.5498,9914.0176
479.375,10908.5352,11289.7988,8693.9248,10789.4004,10134.5898,9618.8926,9144.124
479.5,10863.4912,11145.1123,8061.0088,10788.6133,11704.7314,9897.5078,9341.2139
479.625,10842.1895,11263.334,7680.5449,10724.5557,11465.8672,9921.9902,8753.8359
479.75,10971.7725,11372.2715,6104.2256,10483.9316,11434.7373,9770.6348,9113.5684
479.875,10981.7959,11272.8799,5037.2305,10244.8535,11692.7725,9766.4902,10349.8555
480,10991.6328,11247.8457,5738.7261,10376.998,11893.0059,9584.0996,11275.6494
480.125,11096.1982,11248.7842,7270.5864,10284.4043,11943.709,9582.9082,12213.7725
480.25,11131.0928,11252.5635,6918.3682,10242.4785,11860.9404,9582.6094,11040.8125
480.375,11116.0664,11378.875,8182.5713,10319.5684,11792.0225,9552.4385,10505.1572
480.5,11095.1631,11312.6133,8735.2676,10404.1377,11381.0449,9537.5059,9387.543
480.625,11072.6797,11251.8711,10388.4102,10475.6963,11295.7275,9519.3477,8244.3906
480.75,11032.9453,11129.7207,11230.5742,10340.1172,11491.2529,9563.708,9355.7246
480.875,10941.1641,11194.6748,11457.9639,10149.4434,11493.0078,9567.5645,8715.4863
481,10818.7031,11255.585,11476.3359,10106.8535,11493.3525,9394.1934,8564.4922
481.125,10828.9277,11209.3525,11476.3359,10236.9385,11602.6113,9331.9521,8658.9111
481.25,10849.0781,11130.1885,11476.3359,10258.8535,11595.8379,9301.4199,8800.2988
481.375,11105.6807,11007.2842,11476.3359,10393.835,11421.585,9331.4785,9339.5469
481.5,11124.5059,11005.9912,11598.1387,10503.752,11244.7773,9471.1387,10852.7725
481.625,11067.5605,11037.0938,11870.9199,10428.3701,10936.918,9512.6631,11839.666
481.75,11001.498,11134.7275,12099.668,10367.1299,10783.3818,9547.3945,11088.7578
481.875,10969.9502,11135.8115,12103.332,10476.834,10959.0459,9563.1279,9969.1367
482,11015.1543,11137.8711,12102.7588,10690.8486,11093.6729,9357.3223,11467.4287
482.125,11045.5234,11115.7334,12102.7588,10772.3721,11201.1807,9357.3223,12022.0225
482.25,10919.9424,9170.9307,12244.457,10904.2383,11091.8818,9356.6768,10610.7051
482.375,10911.8145,4370.6118,12261.2207,11024.0332,11054.3008,9493.4229,12022.251
482.5,10934.9805,4509.0566,12261.2207,11250.8213,10907.9893,9552.1328,11200.46
482.625,10951.5137,6508.1846,12260.3604,11114.9893,11029.7803,9462.2402,12203.8516
482.75,10977.8096,7932.3306,12067.9551,10771.5195,11056.9453,9349.7803,12908.2051
482.875,11027.4375,9726.2451,11523.874,10542.1455,11198.2197,9577.6631,12661.8232
483,11068.5586,10024.4072,11468.6465,10571.4912,11107.8359,9721.0186,12741.1914
483.125,11008.8984,9992.6865,11607.5488,10515.5117,11059.5938,9881.7285,12680.5869
483.25,11089.457,9593.1064,11622.9248,9547.46,11181.5713,10031.2998,12281.5918
483.375,11031.6113,10506.3975,11502.9814,6851.1685,11210.9482,10035.0264,12162.7246
483.5,11035.6943,10971.5684,11465.7656,4022.4268,11210.9482,10109.6123,12296.8076
483.625,11093.0342,11149.6455,11586.9512,2987.1287,11212.6025,10717.8594,12464.6895
483.75,11072.0449,11109.6533,11620.9805,2405.5942,11275.957,10655.6445,11910.3086
483.875,11067.2549,10844.9238,11620.1533,2241.6392,11363.2412,10433.2695,11883.3457
484,10953.4766,10808.4736,11619.9648,2148.22,11465.6436,10312.4004,11657.623
484.125,10946.9639,10978.3467,11619.0459,2030.9102,11743.6982,10029.9766,11975.3525
484.25,10952.7881,10806.8037,11617.8975,2021.3097,11659.874,9899.7822,11989.7627
484.375,10903.416,10747.375,11617.1113,2059.8667,11392.5098,9917.7236,12101.376
484.5,10920.5283,10847.6074,11617.1113,2080.8159,11401.2578,10013.1572,12192.4004
484.625,11022.3975,10904.6504,11598.3623,2175.8611,11657.7275,10276.8564,13099.7861
484.75,11230.9121,10844.7891,11457.1172,2398.4099,11941.6934,11375.3242,12485.7607
484.875,10999.1904,10811.2217,11457.1172,2644.1582,12217.1807,12310.6992,12041.708
485,11013.7539,10908.5381,11457.1172,2578.5583,11912.7939,12222.2734,11810.1689
485.125,11121.293,10910.0898,11457.1172,2386.8633,11419.0742,12136.3066,12052.5781
485.25,10917.1592,10845.6113,11457.1172,2287.584,11259.0352,10769.3623,11509.8203
485.375,10997.8799,10892.2852,11457.1172,2215.4893,11320.4014,10019.1963,11791.7783
485.5,11054.4648,10984.1318,11456.2529,2201.6841,11479.0537,9805.6201,11402.8711
485.625,11071.8018,10890.4502,11455.1963,2257.7971,11976.2969,9571.4473,11750.915
485.75,11141.7012,10788.7617,11455.1963,2263.769,12542.1445,8937.4443,12005.1387
485.875,11137.2822,10911.8262,11455.1963,2231.3164,12234.749,8736.6533,11561.1729
486,11073.6543,11043.5693,11453.7305,2200.9495,11748.7393,8736.5215,11751.666
486.125,11028.0996,11044.1289,11453.2793,2144.7876,12011.9258,-999.25,11920.5381
486.25,11015.1621,10895.9766,11453.2793,2080.7932,11889.3086,-999.25,11867.8057
486.375,10997.6025,10721.9775,11591.0303,2078.3188,11903.002,-999.25,11734.8613
486.5,10982.4541,10812.5801,11607.4404,2091.3696,11991.4248,-999.25,11670.7363
486.625,11133.3867,11020.7803,11607.4404,2191.6853,11830.0273,-999.25,11412.8428
486.75,11241.9922,11180.9395,11726.4746,2345.113,11603.2246,-999.25,11479.8936
486.875,11239.1953,11180.9395,11763.6113,2367.6086,-999.25,-999.25,11538.9365
487,11227.8115,11180.9395,11641.5244,2296.5569,-999.25,-999.25,11242.584
487.125,11172.9746,11180.9395,11605.5117,2148.0144,-999.25,-999.25,10853.2021
487.25,11172.9746,11087.3916,11451.3838,2076.8933,-999.25,-999.25,10294.6641
487.375,10755.3594,11183.2471,11593.0742,2021.8375,-999.25,-999.25,8822.2842
487.5,10258.2412,11081.0098,10868.2285,2017.0498,-999.25,-999.25,8041.4995
487.625,5017.4697,11057.4707,6863.0889,2016.7411,-999.25,-999.25,8285.1201
487.75,5086.7402,11183.8916,3993.7139,2016.7411,-999.25,-999.25,8269.1572
487.875,8717.6484,11315.4512,3567.8191,2044.0664,-999.25,-999.25,8416.335
488,8174.6196,11316.0586,3331.5696,2220.8684,-999.25,-999.25,7912.5137
488.125,8408.5518,11297.7891,3011.0256,2429.835,-999.25,-999.25,5099.4609
488.25,9679.8701,11044.5566,2918.3025,2377.2136,-999.25,-999.25,4157.4395
488.375,10023.2451,10517.3574,2918.1628,2213.134,-999.25,-999.25,4593.3574
488.5,10457.7217,10640.5078,2940.2427,2047.2708,-999.25,-999.25,4531.936
488.625,10671.9824,11137.5439,3062.6919,1976.0944,-999.25,-999.25,4063.4104
488.75,10802.001,11112.3486,3293.5574,1994.931,-999.25,-999.25,3619.3677
488.875,10866.3203,11069.2842,3554.1448,2063.4934,-999.25,-999.25,3545.7422
489,10910.3994,11147.1738,3619.9028,2165.4807,-999.25,-999.25,4114.5757
489.125,11022.8848,11110.7852,3450.0872,2304.8855,-999.25,-999.25,5809.3457
489.25,11072.5176,11199.4219,3216.1433,2759.5229,-999.25,-999.25,6292.4404
489.375,10894.4521,11090.2813,3092.8931,3162.5818,-999.25,-999.25,4353.8364
489.5,10813.3848,11074.958,3008.4929,4714.4995,-999.25,-999.25,3410.2471
489.625,10780.4355,11013.1387,2925.1987,8477.6699,-999.25,-999.25,3883.2168
489.75,10746.8301,11011.8711,2916.7087,11144.7734,-999.25,-999.25,6835.3306
489.875,10704.5566,11082.9111,2916.7087,11029.002,-999.25,-999.25,10289.751
490,10679.3623,11206.3564,2820.3816,10844.1172,-999.25,-999.25,10646.2783
490.125,10662.376,11083.9326,2761.8081,10661.8887,-999.25,-999.25,10986.4795
490.25,10684.9756,11063.3164,2801.4861,10822.5273,-999.25,-999.25,10937.4912
490.375,10804.7598,10957.2871,2838.2524,10739.4307,-999.25,-999.25,11623.2402
490.5,10834.6123,10957.2871,2905.2405,10692.6396,-999.25,-999.25,11626.4736
490.625,10763.3418,10886.6387,2987.2646,10578.3789,-999.25,-999.25,11476.3174
490.75,10763.3418,10757.4922,2994.2705,10551.2393,-999.25,-999.25,10630.5811
490.875,10757.3037,10639.0723,2994.2705,10730.6055,-999.25,-999.25,10408.9893
491,10756.6152,10476.1182,2938.2307,10871.3184,-999.25,-999.25,10377
491.125,10756.6152,10490.3906,2912.5146,10758.4805,-999.25,-999.25,10770.5938
491.25,10756.6152,10765.0273,2780.0374,10527.5176,-999.25,-999.25,10700.9268
491.375,10514.8135,10961.3232,2626.0139,10697.4619,-999.25,-999.25,10814.8086
491.5,10329.1572,10862.2803,2508.7156,10665.9561,-999.25,-999.25,10934.8193
491.625,10104.3438,10893.75,2333.1604,10649.3457,-999.25,-999.25,10977.8721
491.75,9742.6387,10967.958,2338.5161,10728.5811,-999.25,-999.25,11022.8682
491.875,9850.1348,10969.0957,2537.21,10728.5811,-999.25,-999.25,10460.793
492,9904.9141,10970.2451,2748.0269,10592.5898,-999.25,-999.25,10249.0791
492.125,9839.2129,10853.9229,2936.3569,10590.5,-999.25,-999.25,10819.4941
492.25,8596.8389,10846.7168,2931.4683,10475.0918,-999.25,-999.25,-999.25
492.375,2566.1995,10825.5967,2839.8203,10453.3408,-999.25,-999.25,-999.25
492.5,2510.0881,10790.3535,2804.1597,10451.7285,-999.25,-999.25,-999.25
492.625,2233.1099,11002.8486,2767.5977,10451.7129,-999.25,-999.25,-999.25
492.75,2281.0906,11244.5518,2919.9358,10450.4395,-999.25,-999.25,-999.25
492.875,2618.4832,11327.3359,3071.8552,10440.8857,-999.25,-999.25,-999.25
493,7999.6392,11235.6602,3071.3589,10377.1846,-999.25,-999.25,-999.25
493.125,9852.4717,11235.6602,3051.4866,10791.5967,-999.25,-999.25,-999.25
493.25,10367.9639,11223.0586,2991.3257,10766.7861,-999.25,-999.25,-999.25
493.375,10484.3164,11109.4629,3012.7209,10718.0537,-999.25,-999.25,-999.25
493.5,10350.3164,11028.3965,3173.5432,10535.2891,-999.25,-999.25,-999.25
493.625,10753.373,8499.4668,4189.5703,10335.6641,-999.25,-999.25,-999.25
493.75,10696.6123,4471.8306,5459.8379,10416.9678,-999.25,-999.25,-999.25
493.875,10363.709,4144.7012,4289.2549,10442.9219,-999.25,-999.25,-999.25
494,9154.251,3828.1655,6014.5576,10544.6553,-999.25,-999.25,-999.25
494.125,8247.0264,3023.9319,7110.5063,10576.8223,-999.25,-999.25,-999.25
494.25,8493.7139,2356.8379,7119.7646,10662.4902,-999.25,-999.25,-999.25
494.375,8750.667,2129.8677,9270.0098,10620.0244,-999.25,-999.25,-999.25
494.5,7947.3599,2071.583,8959.3232,10490.7471,-999.25,-999.25,-999.25
494.625,9153.6143,2088.2385,9341.2139,10246.6357,-999.25,-999.25,-999.25
494.75,10248.165,2034.5323,9309.8389,10168.9971,-999.25,-999.25,-999.25
494.875,10709.2744,2088.1692,9612.2129,10069.1621,-999.25,-999.25,-999.25
495,10793.6455,2663.3008,9983.1719,10193.5615,-999.25,-999.25,-999.25
495.125,10901.3682,3449.7947,10416.3916,10299.5498,-999.25,-999.25,-999.25
495.25,10985.8105,4430.2988,10514.9385,10389.417,-999.25,-999.25,-999.25
495.375,11196.2197,3776.4707,10407.6377,10432.5322,-999.25,-999.25,-999.25
495.5,11190.3877,3109.7566,10261.4219,10322.3193,-999.25,-999.25,-999.25
495.625,11161.1953,3105.3301,10217.7188,10180.8545,-999.25,-999.25,-999.25
495.75,11127.6143,2750.5496,10217.1182,9759.5449,-999.25,-999.25,-999.25
495.875,11116.2598,2455.7217,10217.1182,10016.5049,-999.25,-999.25,-999.25
496,11159.5869,2533.6201,10329.9004,11207.2803,-999.25,-999.25,-999.25
496.125,11185.5635,2647.6763,10362.7539,11352.7197,-999.25,-999.25,-999.25
496.25,10827.6279,2634.9177,10251.9141,11812.2744,-999.25,-999.25,-999.25
496.375,10794.6416,2601.6924,10138.708,12068.5293,-999.25,-999.25,-999.25
496.5,11074.876,2499.1201,10068.0107,11684.1719,-999.25,-999.25,-999.25
496.625,11074.876,2392.7622,-999.25,10821.5254,-999.25,-999.25,-999.25
496.75,11024.7783,2562.5911,-999.25,11201.4609,-999.25,-999.25,-999.25
496.875,10951.1865,2976.9854,-999.25,11197.3369,-999.25,-999.25,-999.25
497,10981.2656,3411.7488,-999.25,10141.8887,-999.25,-999.25,-999.25
497.125,10990.3486,3267.8997,-999.25,9419.875,-999.25,-999.25,-999.25
497.25,11135.2627,2962.1755,-999.25,9487.4199,-999.25,-999.25,-999.25
497.375,11155.126,3125.2153,-999.25,9346.1553,-999.25,-999.25,-999.25
497.5,11132.8096,3728.2424,-999.25,9240.0674,-999.25,-999.25,-999.25
497.625,11008.6592,3852.3372,-999.25,9238.6182,-999.25,-999.25,-999.25
497.75,10962.8428,3268.012,-999.25,9238.5625,-999.25,-999.25,-999.25
497.875,10928.5098,2539.4893,-999.25,9311.7969,-999.25,-999.25,-999.25
498,10761.7246,2469.8372,-999.25,9513.334,-999.25,-999.25,-999.25
498.125,10871.2588,2393.8596,-999.25,9851.834,-999.25,-999.25,-999.25
498.25,10973.9121,2480.3291,-999.25,9928.5059,-999.25,-999.25,-999.25
498.375,10909.9785,2913.2197,-999.25,9631.8066,-999.25,-999.25,-999.25
498.5,10885.4561,3414.6248,-999.25,9847.1553,-999.25,-999.25,-999.25
498.625,10867.6152,3352.4412,-999.25,10043.9727,-999.25,-999.25,-999.25
498.75,7852.4834,2884.5774,-999.25,10242.6914,-999.25,-999.25,-999.25
498.875,5074.042,2550.5615,-999.25,10051.3652,-999.25,-999.25,-999.25
499,3871.1606,2441.7183,-999.25,9655.2705,-999.25,-999.25,-999.25
499.125,5805.6157,2492.616,-999.25,9529.6709,-999.25,-999.25,-999.25
499.25,8522.4883,2480.7275,-999.25,9569.4473,-999.25,-999.25,-999.25
499.375,8760.9463,2442.7976,-999.25,9394.6768,-999.25,-999.25,-999.25
499.5,9676.127,2444.5876,-999.25,9397.6689,-999.25,-999.25,-999.25
499.625,8791.7803,2541.2864,-999.25,9419.3398,-999.25,-999.25,-999.25
499.75,8273.627,3308.7141,-999.25,9328.5576,-999.25,-999.25,-999.25
499.875,9591.9453,4430.0137,-999.25,9475.1348,-999.25,-999.25,-999.25
500,10597.999,5307.6133,-999.25,-999.25,-999.25,-999.25,-999.25
