t,xj166,xj167,xj168,xj169,xj170,xj178,xj2
439.125,2553.6426,11008.918,11031.6025,9784.8848,2535.27,10255.3867,11655.4639
439.25,5116.7095,10938.9316,10892.1523,9486.6777,2780.5549,10264.1641,11298.0625
439.375,5440.1758,10403.5176,11030.8691,9308.9775,2902.3594,10384.4453,13481.8818
439.5,8918.499,10329.9688,11030.8691,9428.2168,2765.8083,10661.2764,12276.126
439.625,10064.3906,10837.9785,11073.6533,9426.543,2614.6216,10615.3203,11724.3301
439.75,10351.1602,11042.0391,11137.2686,9425.1797,2659.6873,10224.3662,11431.8398
439.875,10174.8555,11171.5479,10966.5068,9425.1797,2561.6658,10013.8281,12393.7344
440,10361.8359,11172.4717,11080.7061,9459.4287,2279.5842,10093.1758,12297.8643
440.125,10662.4277,11172.4717,11422.9395,9588.0645,2129.929,10325.4727,11302.0605
440.25,10776.5186,11174.1875,11334.5078,9769.127,2159.9248,10464.0752,11325.2441
440.375,10821.4658,11174.7803,11226.9102,10005.998,2623.1948,10224.5771,9525.5342
440.5,10884.9932,11155.2822,11179.3281,10550.3623,3985.5774,10149.665,7803.1089
440.625,10779.9854,11088.3467,11091.8232,9939.4912,6108.7163,10183.6563,8879.4541
440.75,10803.9424,11178.6289,10823.0098,9939.2207,8263.0225,10271.001,9930.0098
440.875,10852.5615,11311.5967,10357.9658,10072.123,9666.8926,10747.4648,10595.7217
441,10828.9756,11387.2383,10156.3555,10480.5107,9844.415,11235.9941,11023.5547
441.125,10809.5459,11216.4639,10285.0137,10607.4844,9961.0703,11229.9395,11377.2197
441.25,10814.5039,11015.6914,10658.0068,10129.833,9931.4131,10790.666,11384.5293
441.375,10857.1221,10832.9814,11335.5293,9934.542,9973.8545,10625.7168,11571.9697
441.5,10917.5488,10501.4365,11519.5566,9867.7783,10155.4492,10087.5068,11409.1006
441.625,10759.5098,10633.5693,10722.8203,10048.2168,10007.7695,10271.4971,11925.873
441.75,10645.0186,10810.1055,10530.6182,9936.0674,9990.3203,10311.4551,12629.7344
441.875,10574.6592,10898.9072,10446.1279,9811.2988,10218.3516,10270.0332,11848.0957
442,10845.0859,10809.6318,10418.5479,9843.874,10203.6348,10233.7979,11765.3018
442.125,10869.0703,10810.7031,10484.2295,9951.4512,10085.9756,10589.5469,11940.7979
442.25,11019.0098,10811.4863,10566.5303,10184.2139,10349.6309,10669.3057,11518.1748
442.375,11048.2646,10814.4883,10716.5996,10377.9775,10255.6123,10750.5322,11763.373
442.5,10880.082,10814.4883,11129.5156,9892.3291,10431.9434,10746.5771,12114.3721
442.625,10749.5137,10740.7979,11021.1367,10317.8223,10487.0215,10650.7598,11999.0576
442.75,10837.9521,10747.6523,11016.7363,10360.3535,10815.2529,10650.7598,10486.75
442.875,10844.3936,10949.2051,10949.9932,7300.2241,10543.585,10502.5195,8676.5791
443,10850.4668,11071.1279,10863.7539,4066.8848,10645.2588,10555.6074,8818.167
443.125,10872.6504,10969.5313,10863.2803,2681.6436,10687.3799,10518.3545,11175.0273
443.25,10970.4688,10946.0527,10809.2607,2287.8408,11792.2754,10361.4424,12416.0928
443.375,10746.335,11002.7998,10546.8145,2301.5342,12920.8848,10257.8818,11892.3623
443.5,10837.3975,11075.3594,10265.2461,2391.2515,11977.2813,10288.2734,11679.0459
443.625,10994.5234,11076.3633,9663.0166,2441.4055,11018.1084,10304.1563,11515.2305
443.75,11015.4717,11077.2686,5413.0234,2432.9111,10979.4883,10530.3174,12027.4346
443.875,11102.6768,11078.7891,2776.9192,2443.7751,11204.4121,10587.6035,12354.5361
444,11230.7764,11190.9404,2776.9192,2590.1069,10706.8066,10674.3506,11507.165
444.125,11003.9834,11194.1123,2776.9192,2748.4153,11166.8359,10665.707,11554.9648
444.25,10920.751,11081.9561,2776.9192,2751.7078,11045.8594,10535.9189,11988.1631
444.375,11030.6367,11099.7012,2776.9192,2682.0889,10454.4395,10129.4492,12193.46
444.5,11269.5166,11279.7207,2762.4695,2615.4883,10610.2246,10018.874,11810.3867
444.625,11374.0518,11341.3018,2745.4556,2520.9348,10472.502,10331.6943,11768.8096
444.75,11384.0938,11329.6396,3097.0044,2381.1929,10583.2861,10509.5635,11481.0371
444.875,10828.6953,11150.2393,3968.2842,2331.4053,10435.6143,10639.791,10670.9111
445,10929.708,10965.2568,6359.0781,2374.1147,10486.1406,11201.96,10262.2666
445.125,10975.9492,10963.3828,7446.6182,2336.7278,10070.0576,11295.21,9560.5303
445.25,11613.3838,10994.6064,7747.3394,2325.8735,10761.9551,11028.1025,8340.9209
445.375,11555.8682,11093.3545,8328.6035,2373.7341,12661.3018,10944.3682,8740.5742
445.5,10746.8857,11093.3545,9660.8135,2423.3062,11367.8604,11318.3389,9661.0664
445.625,10487.3662,11200.8955,9992.4893,2646.3525,10091.4248,11592.6016,9769.7549
445.75,10192.3203,11351.0898,10111.8096,3019.8975,9962.6514,11401.2451,9660.2412
445.875,10171.7412,11330.1338,10111.2715,3190.1672,10038.8086,11009.5674,9101.9668
446,10460.0518,11225.6318,10111.0908,7407.0063,10501.3203,10725.4932,8732.541
446.125,10634.0176,11226.5508,10110.3711,7298.5674,10772.8281,10724.7666,9809.7852
446.25,10650.8076,11196.5605,10208.8184,8243.4863,10961.8125,10741.3037,10288.958
446.375,10866.1494,11100.6963,10220.0723,11733.9209,11122.0654,10918.8555,10424.2578
446.5,10825.4707,11195.0068,9541.3232,11285.6035,11255.0176,10921.2197,11001.582
446.625,10792.5547,11231.0322,9902.7754,10486.5703,11571.001,10950.709,10736.6768
446.75,10779.7275,11178.7695,9600.3477,10547.9336,11653.4033,11010.4922,9906.4453
446.875,10789.1309,11105.626,9686.7617,10698.9893,11384.3457,11129.0166,8187.7632
447,10841.417,11011.8584,9989.2529,10446.4258,10975.5645,11374.4229,7517.0488
447.125,10912.0498,11160.6709,10106.4785,10207.6826,10524.9512,11393.4375,8545.877
447.25,11041.0527,11120.792,10080.8125,10312.0518,10693.5703,11378.7715,9710.9063
447.375,8553.2295,11109.8682,9848.2686,10359.2461,11054.5352,11251.54,9778.4951
447.5,4538.7578,11111.0176,9954.3262,10048.8184,11750.1016,11108.8516,9817.6826
447.625,4704.6323,11111.7646,10060.0762,9796.166,11715.3135,10797.0439,10929.5586
447.75,10152.5459,11113.1992,10023.2656,9932.6826,11007.3486,10930.0693,10611.8906
447.875,10709.2646,11018.6465,10133.0537,10132.8037,10688.6113,11381.2197,8639.3203
448,11038.7363,10988.1523,10249.04,10389.4053,10367.6904,11718.7061,8266.2695
448.125,11038.7363,11065.9678,10204.3887,10565.5625,10683.9209,11624.5459,9592.0195
448.25,11067.1299,11117.6465,10102.252,10699.1279,11214.6514,11407.4785,10705.8281
448.375,10977.0674,11118.7881,10101.8193,10599.5332,10489.957,11298.917,11756.3652
448.5,10948.8242,11182.1553,10101.3516,10429.1162,11052.5938,11136.3633,13923.9346
448.625,11054.5225,11243.1396,10238.0693,10291.6133,11329.4893,11135.5713,11829.4287
448.75,11079.7969,11121.9238,10175.0479,10211.4932,11132.5869,11134.8887,11334.6689
448.875,11113.6396,11123.2773,9947.8594,10138.6182,11475.6943,11133.9854,11301.5898
449,11176.6455,11036.0146,9809.5566,10206.0244,11499.7383,11266.7266,10976.9102
449.125,11172.1885,10998.5752,10089.8779,10510.168,11058.7686,11298.2656,14127.499
449.25,10986.3975,11000.0039,10380.8945,10407.668,11005.5234,11218.543,11846.3799
449.375,10881.541,11000.2871,10526.5459,10227.4951,11839.623,10808.3086,11269.7705
449.5,11013.9131,11027.9473,10391.0889,10022.6318,11759.5371,10734.2324,11910.708
449.625,11050.6074,11130.1885,10293.0527,10121.6592,11747.375,10825.5967,13085.8682
449.75,11052.1563,11229.6162,10242.2754,10196.9414,11884.9053,10995.3838,12700.7305
449.875,11059.6709,11155.2246,10241.6211,10365.5664,11712.3857,10771.4346,12200.3672
450,11057.0156,11133.0664,10050.8252,10360.1309,11592.2891,10523.1055,11237.9258
450.125,11026.915,11069.9189,9946.8271,10236.0996,10617.4697,10310.6543,10710.5371
450.25,11033.8496,11008.4043,9946.8271,10147.126,10580.5811,10246.7705,10306.1367
450.375,11043.2852,10924.3379,9946.8271,10179.5732,11169.0527,10448.9521,10416.7559
450.5,11016.334,11078.4619,9946.8271,10251.2422,11690.8926,10469.208,10455.4756
450.625,11010.335,11040.5518,9946.8271,10144.5947,11604.4258,10290.7471,10828.2246
450.75,10967.6816,11016.0439,9946.8271,10143.7744,11572.2363,10254.1904,10299.1201
450.875,10949.9307,11016.0439,10028.8379,10237.4854,10729.1064,10326.0479,9262.6113
451,10979.0967,11016.0439,10197.8242,10359.4434,10797.3809,10269.9121,8991.6553
451.125,10936.2568,11016.1025,10308.3867,10274.1641,10964.29,10209.8008,9590.9775
451.25,10872.957,10898.4932,10426.082,10274.1641,10996.7275,9819.5195,10893.709
451.375,10923.0586,10766.166,10624.1621,10153.79,11236.6943,9787.1035,11610.8994
451.5,11114.3105,10715.4121,10576.5928,10138.2617,11292.7021,10181.6768,11794.8516
451.625,10909.3262,10160.1719,10530.5879,10138.2617,11153.3389,10254.0928,11184.5518
451.75,10909.3262,9339.7119,10408.6328,10267.8506,10778.0488,10305.0742,9400.8301
451.875,10949.9512,8676.707,10381.0283,10270.2021,11976.8252,10110.0137,10276.0801
452,10917.8516,8615.6719,10475.4639,10427.7969,10600.4756,10026.6592,8575.4268
452.125,11000.8291,9209.959,10527.8252,10448.5176,10721.4561,10013.7637,9801.5117
452.25,11021.0068,10177.6367,10415.2705,10631.377,10649.791,10034.2451,10294.6025
452.375,11004.1045,7557.0103,10378.2881,10548.7822,10499.2402,10133.7344,10844.7305
452.5,10995.9297,4156.2607,10378.2881,10320.2148,10608.0283,10176.0176,9799.2979
452.625,10993.916,3905.2659,10378.1211,10325.0547,10724.9619,10042.7441,11997.3223
452.75,10981.9268,4591.4888,10377.3721,10436.1318,10859.7295,9539.708,10600.8428
452.875,10879.2969,4797.3145,10299.5371,10532.6289,11019.8457,8235.1475,9804.5156
453,10888.2578,4367.4966,9754.1992,10579.5273,11020.8135,6158.3979,10191.6816
453.125,10910.4561,3509.4485,9133.6572,10667.9092,10956.0117,3208.7017,10373.6523
453.25,10949.8848,2811.655,9398.8262,10832.8486,10469.3203,2493.1519,11318.0762
453.375,11066.6172,2812.8713,8028.522,11029.9873,10276.6709,2486.8396,11477.5625
453.5,11095.1719,3673.2058,5198.5981,10939.9189,10441.1094,2720.7908,12425.9785
453.625,11049.0117,4667.7881,3457.6934,11017.6475,10331.2832,2776.6079,11867.5
453.75,10876.3408,4706.6704,2938.3481,10973.5859,10285.3428,4372.7031,11433.9678
453.875,10893.6123,4261.7798,2834.9075,10836.8672,10157.4238,6426.8354,12001.4063
454,10940.9102,3837.9836,2872.1912,11008.8887,10052.9102,9587.792,10766.2432
454.125,10938.7725,3507.5662,2912.3489,11073.9951,9709.0029,10741.333,11032.8096
454.25,10938.1709,4325.9961,2865.4558,11004.9443,10015.4043,10983.4346,11474.6074
454.375,10903.5,7108.2979,2833.9514,10933.7012,10553.3428,11232.8076,11791.7715
454.5,10856.7129,9103.2275,2833.9514,11067.5215,10509.2764,11540.8232,12135.0186
454.625,10777.0098,10268.585,2774.113,11070.3906,10414.1982,11201.6113,11273.1084
454.75,10959.3145,10288.5391,2757.0942,11069.8799,10054.4072,10933.665,10801.625
454.875,11020.4785,10012.1338,2699.5596,11039.71,9608.8252,10955.4639,10621.6729
455,10946.7803,10310.7402,2681.2944,10929.6133,7795.2769,11063.3623,10229.8555
455.125,10940.9658,10658.2637,2743.0146,10877.8555,4508.8013,11063.3623,9592.7285
455.25,10917.6074,10793.2998,2756.624,10791.1299,9000.2432,11139.1426,10001.4912
455.375,10983.916,10793.875,2714.656,10789.499,4293.5386,11193.5068,9800.1338
455.5,11028.4844,10795.5684,2680.6863,10722.9014,2698.0522,11193.5068,8006.6606
455.625,11105.9102,10764.4258,2680.3655,10546.9111,2393.834,11050.9785,7924.6572
455.75,11192.7617,10671.5254,2828.7681,10239.8145,2510.541,11025.749,8328.6387
455.875,11207.7725,10552.7031,3442.2473,9998.7109,3420.1865,10915.6572,8837.1865
456,11223.9971,10640.0068,4585.8818,10075.9922,7443.5352,11014.1875,9521.4082
456.125,11172.1445,10820.0205,6394.7578,10109.9326,10121.1426,11140.2217,10162.1631
456.25,10985.625,10927.041,9610.2188,10124.8584,10149.3799,11186.1494,9320.751
456.375,10985.625,10923.2422,10659.8975,10241.6885,10035.0664,11121.1104,9563.3447
456.5,11013.7324,10767.6045,10659.8975,10241.6885,10171.3652,10878.3457,9530.71
456.625,11021.3789,10556.585,10659.8975,10373.5547,10313.5342,10840.6055,9550.0469
456.75,10912.9941,10227.6074,10659.8975,10374.2998,10315.6846,10887.0498,9186.5957
456.875,10807.9443,9490.2305,10659.8975,10290.0029,10210.0752,10887.0498,10037.5264
457,10785.2744,9736.4248,10659.8975,10238.3818,9934.5068,10912.3867,11167.251
457.125,10765.3701,10485.8799,10659.8975,10236.9385,9945.2627,10826.9502,10994.9814
457.25,10685.7363,11030.4551,10659.8975,10236.9385,10115.4336,10733.9355,9809.8027
457.375,10602.9307,11063.4697,10659.8975,10152.9404,9848.2041,10665.4717,9298.041
457.5,10437.5078,11064.0918,10659.8975,10102.8555,9965.0938,10405.4277,8757.6172
457.625,10426.9717,10920.9941,10940.7549,9971.2939,9857.4814,10319.8877,7855.7085
457.75,10447.8271,10814.4883,11290.6875,9950.5576,9680.0078,10824.0449,7960.5288
457.875,10461.998,10913.3359,11566.5811,9836.5625,9981.0371,11073.6631,8140.5459
458,10461.998,10979.4648,11391.7217,9942.3506,9841.9082,11216.8301,7540.3545
458.125,10346.8779,11069.4414,11036.2529,10032.918,10021.2285,11425.0752,7461.6855
458.25,10166.7363,11070.373,10694.875,10065.6885,10245.0967,11544.2754,8183.7671
458.375,10320.2012,11009.1055,10933.3213,9944.6934,10368.7529,11381.457,8759.9639
458.5,10631.6523,10909.79,11491.3125,9789.6709,10470.4609,11374.71,9312.4541
458.625,10908.6855,9671.1914,11573.3506,9602.666,10756.4453,11472.9521,9551.1895
458.75,10757.502,5191.3823,11553.2988,9474.3652,11580.8848,11473.1973,10065.9795
458.875,10750.1074,9251.2393,11416.2305,9441.8916,12100.417,11321.5625,10541.0156
459,10447.7197,9368.8242,11415.8564,9536.4043,12133.4873,11113.9258,10708.1221
459.125,10425.2227,5265.8389,11336.0381,9569.2354,12585.5156,10924.6807,11513.2656
459.25,10513.6738,3643.041,11260.1172,9680.9688,12417.3428,10904.5371,11377.4893
459.375,10609.6992,3434.5735,11375.7813,9697.4316,12166.7432,10880.832,10967.0596
459.5,10719.1113,3226.729,11782.7236,9697.4316,11857.6699,10805.3604,11185.125
459.625,10852.7178,3305.6763,11536.0967,9599.1709,11445.5039,10530.1982,11311.9854
459.75,10859.8555,3200.1563,11110.9326,9564.6445,11870.168,10266.7578,10416.8262
459.875,10889.585,3196.8562,11103.5557,9564.6445,12197.6807,10206.7217,7995.6475
460,10889.585,3429.6848,11102.6875,9564.6445,11860.0918,10318.624,7099.521
460.125,10912.6445,3556.1528,11020.0811,9617.3066,11752.8975,10444.2881,6819.4604
460.25,10882.9414,3391.823,10723.4131,9692.8105,11883.2988,10563.6602,5443.6455
460.375,10860.9463,3158.4084,10396.4883,9692.7842,11529.04,10607.3867,4030.1741
460.5,10909.043,3047.1982,10202.7373,9689.7295,11365.5381,10845,3602.9944
460.625,10874.7471,2988.4631,10424.5586,9689.7295,11307.4346,10859.3086,3452.8462
460.75,10847.0059,2831.9519,10646.0029,9689.7295,11169.5332,10699.543,3399.3301
460.875,11094.4014,2542.2114,10723.8252,9689.7295,11453.1416,10664.4033,3466.9688
461,11100.6494,2416.1443,10983.7109,9754.7334,11390.0527,10567.6172,3487.0024
461.125,11027.3652,2327.2737,11408.0713,9818.7295,10879.0938,10701.9814,3390.2559
461.25,11069.5693,2211.8696,11831.7246,9785.71,10951.3018,10925.2236,3257.0623
461.375,11127.9355,2346.6997,11679.2217,9686.6523,11497.5527,11076.5742,3209.7886
461.5,11177.0293,2966.407,11356.9404,9686.6523,11655.7695,11183.9824,3212.2676
461.625,11141.5879,6515.8491,11248.6924,9769.4053,11440.4775,10922.835,3197.7317
461.75,11146.6172,9929.8271,11248.6924,9815.6309,10991.0674,11082.584,3197.8518
461.875,11123.3359,10807.6582,11287.3916,9893.4355,11167.4453,11482.4346,3638.2009
462,11008.0801,10841.002,11402.2441,9913.8193,11488.4717,11457.0654,5625.9961
462.125,10999.0498,10841.4688,11401.4785,9498.709,10392.0498,11283.9268,8564.3135
462.25,11023.1533,10842.5176,11421.998,7187.6606,7558.0938,11535.2314,9906.3623
462.375,11054.6533,10884.4277,11629.2207,6409.3687,6653.3657,11716.1504,10619.2061
462.5,11273.4219,11014.1611,11710.1436,8228.0469,7844.6597,11891.8789,11023.083
462.625,11322,10998.8379,11710.1436,10256.6455,10794.957,11934.4453,11046.4473
462.75,11061.6953,10795.1748,11710.1436,10359.4023,11381.2227,11820.0098,11158.6074
462.875,11026.6426,10722.2197,11710.1436,10556.6133,11504.915,11820.0098,11071.9414
463,10997.9248,10800.6055,11659.5049,10991.0957,11343.6035,11344.8604,11179.7354
463.125,11103.5498,11073.2334,11467.1865,10627.9219,11312.0684,11287.2705,11497.3867
463.25,11159.8135,11231.2334,11497.1475,10514.7725,11549.9785,11283.5137,11189.9697
463.375,11044.3721,11233.3457,11716.416,10480.7969,11745.8291,11309.0176,10890.1123
463.5,11025.708,11232.1748,12011.3281,10606.6045,12105.4541,11429.9893,10732.6992
463.625,11039.3389,11095.3242,11927.9814,10599.4736,12166.9199,11959.3643,10662.7959
463.75,11100.8711,10936.582,11807.5869,10447.7656,11908.4619,12332.1396,10317.5674
463.875,11100.8711,10714.4756,11648.7334,10334.5049,12045.7119,12162.6748,10219.5313
464,11046.9775,10617.6777,11548.6484,10444.3945,12309.5654,11722.2109,10226.626
464.125,11037.292,10866.0898,11616.5049,10467.7119,12311.3389,11192.6689,10461.9883
464.25,11012.543,11177.8164,11674.5938,10512.7803,12311.3389,11203.0479,10508.9014
464.375,10939.8193,11113.6533,11614.2676,10601.7725,12354.4961,11182.0664,10424.9648
464.5,11002.9316,11189.7158,11931.499,10692.1113,12468.6885,10886.0273,10781.708
464.625,11048.2998,11244.1504,12177.5391,10982.2188,12480.7031,10931.1016,11494.6836
464.75,11013.4746,11153.293,12129.7939,11150.6729,12574.0986,11447.0029,12145.5127
464.875,10982.1377,11032.6494,12075.0586,11150.6729,12359.7217,12515.6348,11770.5791
465,11004.1182,11119.6016,12293.0068,11013.5342,12430.7148,12800.6514,10999.1309
465.125,11266.1543,11142.1113,12228.1592,11009.8906,12517.0996,12524.3721,11654.3164
465.25,11078.3799,11361.0059,11948.9922,10928.4561,12521.8799,11970.7783,12572.1396
465.375,11015.9883,11116.1074,11637.96,10868.373,12265.3213,11834.415,11057.8516
465.5,11081.0537,10997.3535,10173.3799,10868.373,12112.9346,11792.5098,11063.873
465.625,11202.8252,10998.4766,8358.0605,10868.373,12095.7549,11529.5947,11416.4258
465.75,11072.3438,11095.083,8131.4136,10749.0244,12226.3506,11534.3691,11717.1445
465.875,10950.7246,11087.541,8199.0693,10728.5811,12262.2637,11536.7471,10535.5928
466,10968.9287,10951.6943,8047.2905,10728.5811,12167.8428,11459.3359,8852.3389
466.125,11019.7168,10973.9824,7893.2124,10722.9834,12168.4297,11263.916,9168.4727
466.25,11092.9404,11004.0732,8143.3882,10586.9863,12321.2822,10789.2881,10523.1475
466.375,11119.1494,11009.9902,8827.1348,10454.9121,12468.252,10852.0986,10332.3086
466.5,11141.7588,11135.5654,9635.3584,10549.3516,12484.1221,11095.6006,9778.7041
466.625,11133.7236,11135.5654,9648.1514,10711.7715,12738.834,11149.7734,9605.6016
466.75,11133.6875,11135.5654,9635.2627,10896.1729,12917.6553,10988.1973,10601.5576
466.875,11138.3096,11136.6807,9820.0605,10999.2246,12963.123,10925.1816,12521.4043
467,11034.4541,11137.8711,9679.1191,10932.5391,12902.9375,10887.8428,10996.9297
467.125,11007.2637,11138.292,10514.6992,10860.2207,12687.1191,10887.3389,10304.4229
467.25,11101.6904,11139.4805,10618.2451,10748.8408,12872.1914,10700.0459,10504.9141
467.375,11054.5635,11195.9131,10751.46,10611.6709,13005.4189,10625.373,9922.8252
467.5,11048.3828,11347.875,10824.4717,10584.8672,13290.2734,10854.1211,10028.7842
467.625,11047.6553,11219.4707,10514.4551,10451.2979,13472.6641,10949.9131,10247.4609
467.75,11051.9268,10935.0596,10167.1973,10417.6973,13619.4082,10840.3848,10978.1611
467.875,11051.9268,11017.9268,10130.4209,10270.2012,13125.25,10645.1953,11283.2891
468,10940.0332,11019.8643,10316.2197,10252.2363,12289.7363,10459.4648,10895.6494
468.125,10845.0117,11020.0439,10316.2197,10398.7773,11962.1055,10458.2988,10951.0049
468.25,9933.2949,11022.1582,10316.2197,10591.9023,11876.8818,10490.7852,10994
468.375,9450.0205,11022.2236,10316.2197,10715.625,11938.9385,10618.7988,10594.6738
468.5,9026.25,11023.6855,10316.2197,10715.0537,12031.873,10780.043,10377.626
468.625,8611.8359,11146.9521,10358.8574,10714.0059,12125.1436,10774.3779,9962.5986
468.75,8424.1738,11223.1328,10467.9287,10714.0059,12188.4268,10746.0684,10267.1162
468.875,9462.2793,10933.2607,10577.3125,10767.6016,12189.7207,10778.3076,10593.6836
469,8750.3779,10844.8076,10462.5596,10913.8857,12295.8633,10842.5977,10352.7217
469.125,3230.4514,11054.3936,10339.543,10986.7275,12218.5283,10936.9395,10386.458
469.25,3182.4055,11235.0674,10313.4844,10986.1035,11923.1943,11058.46,8666.9902
469.375,3520.8362,11286.0107,10311.9463,10888.3926,11738.8193,11074.0244,5734.3105
469.5,3652.103,11287.2373,10311.6621,10926.249,11909.7578,11196.4541,4968.2217
469.625,3652.103,11288.3682,10283.4014,11045.6123,12231.0645,11334.9482,7833.4829
469.75,2351.2043,11275.9365,10155.3799,11269.8633,11911.8154,11334.9482,10648.5508
469.875,2206.5032,11162.8057,9975.0518,11501.6895,12031.4033,11431.8477,10957.5654
470,2206.5032,11164.1113,9802.71,11416.6572,12338.6406,11433.2637,11557.9834
470.125,2251.0557,11165.5479,7258.3652,11090.0645,12198.9814,12129.5605,11143.9619
470.25,2424.7896,11237.3262,7807.519,11026.5752,11987.749,12018.4033,11313.2988
470.375,2878.8582,11336.9346,7541.6743,11239.9473,11954.5918,12088.7676,11983.0215
470.5,3588.6599,11383.7588,3688.458,11477.7305,12046.5986,12022.3418,10769.9932
470.625,3477.4146,11297.4805,3097.8491,11492.8691,12165.1152,12098.7832,11345.1152
470.75,3262.7576,11166.0811,3166.4775,11396.4756,12203.2871,11883.3135,11446.4033
470.875,2288.9163,10274.2617,3471.7666,11312.0811,12119.4893,11488.9824,10321.0938
471,2288.9163,5652.355,4312.0547,11281.7412,12082.8984,11834.0869,10917.2744
471.125,2241.1096,6803.562,5415.0269,11450.0381,12621.5391,11428.7734,10247.0059
471.25,2192.217,8658.915,6828.4307,11488.333,12547.1299,10215.2402,10302.2813
471.375,2879.0886,9101.3418,8152.5327,11337.5771,12376.6357,5810.5098,9643.3379
471.5,4063.938,9231.6006,8802.6768,11117.1963,12341.3604,3663.823,9548.7119
471.625,7012.0518,10125.4277,8859.3955,10972.1719,12170.7158,3238.6238,9543.5898
471.75,8547.666,10183.9736,9249.9121,10880.251,11956.7363,3144.3784,9453.4326
471.875,10026.7617,9338.876,9556.6309,10785.7266,11818.1641,3144.3784,9905.7314
472,10259.7139,9249.9561,9723.4697,10559.4844,12100.7451,3073.5474,10204.2568
472.125,10447.793,9799.5547,9584.8994,10610.5449,12443.4785,3021.3401,9863
472.25,10550.0986,9625.5264,9414.0059,10697.2705,12443.5879,3021.3401,10542.5811
472.375,10308.0049,10358.2832,9297.334,10830.085,12034.3291,3021.3401,9895.6221
472.5,9885.6738,11117.0137,9416.3311,10902.7246,12299.6133,2994.5317,9999.9932
472.625,10096.0654,11124.1338,9542.8623,11086.8535,12625.7275,2816.4768,10128.4561
472.75,10462.1641,10950.2275,9630.5029,11244.7607,12416.7725,2816.4768,10084.7451
472.875,10439.9844,11052.375,8901.3633,11233.5908,12219.9502,2816.4768,10672.4063
473,10075.0205,11005.4141,7807.6646,11046.46,12221.2256,2789.2781,10625.3047
473.125,10044.4619,10886.5977,7596.772,10840.416,12279.5264,2571.0896,11627.4365
473.25,10055.9912,10812.0928,7985.6353,10915.9473,12284.6689,2564.2441,11207.6113
473.375,9340.1523,10812.9736,8208.3125,10962.3438,9623.332,2367.9111,10624.6162
473.5,9188.0254,10813.667,8009.7842,11040.1787,4755.415,2331.9065,10055.3438
473.625,9099.5,10691.2246,7764.9873,11099.5254,3418.7915,2291.4595,10019.3154
473.75,9027.8564,10739.7275,8743.5596,11004.377,3327.9436,2291.4595,10034.0391
473.875,11241.7041,10954.7119,9865.8896,10848.46,2929.5791,2368.2578,10337.832
474,11386.1328,10973.4121,10183.9932,10738.2588,2645.9387,2412.2144,10569.8486
474.125,11016.7783,10819.7881,10964.1807,10902.0498,2515.8928,2412.2144,9808.5459
474.25,9658.8701,10758.2637,11713.9209,11130.3291,2506.2842,2412.2144,10670.4541
474.375,10700.3008,10745.9834,11978.2969,11235.0713,2506.417,2412.2144,11627.0654
474.5,10699.418,10867.7646,12201.5146,11114.1484,2558.6958,2412.2144,11243.8857
474.625,10661.8262,11032.8857,12294.0313,11097.2959,2645.2708,2782.0825,10955.9873
474.75,10302.1875,11000.1826,12294.0313,11231.7559,3774.4827,3383.3291,10323.1563
474.875,10216.1406,11024.3145,12294.0313,11231.7559,7524.1504,3324.4875,10029.5576
475,10676.29,10813.3535,12294.0313,11099.9287,5853.7588,4048.0466,9787.7686
475.125,10892.9639,10555.3916,12293.707,11056.4238,3376.4165,4142.2471,10058.8154
475.25,10508.0547,7445.0098,12293.0342,10951.7002,4196.168,3794.1355,9941.2803
475.375,8686.1484,10175.9082,12109.2012,10808.5967,2756.5574,2998.1743,9967.6875
475.5,7181.6924,9907.4316,11719.1123,10675.1816,2743.5549,2882.4204,10272.6162
475.625,7593.4922,7867.6587,11799.7285,10722.2363,2798.3318,2490.2839,9804.5
475.75,5950.4883,3384.8276,11629.9004,10808.9346,2737.8406,2521.3025,9774.4766
475.875,2551.3867,2335.6628,11499.4189,10808.9346,2626.0833,2663.4204,9740.9209
476,2551.3867,2251.6602,11522.1514,10808.9346,2580.4448,2786.0244,9877.9551
476.125,2681.6326,2585.5586,11749.1133,10852.7334,2609.1238,2956.7839,10176.3984
476.25,2748.9744,4698.0645,11968.876,10945.1533,2652.9565,3370.5732,9604.2754
476.375,2660.5918,8097.0122,11862.1865,11023.9336,2652.9565,3444.3926,9848.6943
476.5,2576.6685,10407.8467,11676.8789,11083.0518,2851.5942,3345.3386,10353.7783
476.625,2860.5288,10658.9805,11564.9082,10959.29,3013.4009,2859.2512,9972.5928
476.75,3076.2922,10667.2461,11651.6943,10862.6865,2951.229,2826.5896,10391.4072
476.875,3335.7515,10480.5313,11762.335,10772.71,2842.7822,2906.218,10654.0176
477,3137.1245,10605.6943,11713.6279,10666.2939,2611.6975,2910.1985,10611.7451
477.125,2863.8462,10898.4951,11571.7559,10666.04,2535.0698,3128.8962,11027.9629
477.25,2686.9004,10687.9453,11493.0391,10665.4883,2511.8792,3359.738,10741.6152
477.375,2685.9363,9865.5273,11490.7588,10663.9805,2511.8792,3678.4553,10783.9014
477.5,2684.5059,9478.9902,11490.7588,10663.8711,2514.918,4512.0581,10436.5088
477.625,2288.1208,9339.7441,11490.7588,10647.709,2641.7122,6199.3691,9964.7959
477.75,2492.5195,8833.4707,11490.2588,10526.208,2835.8308,8198.0576,10406.6563
